"DATUM","JAARTAL","KWARTAAL","MAAND","EERSTEDAGMAAND","LAATSTEDAGMAAND","PERIODEMAAND","PERIODE4WEKEN","EERSTEDAG4WEKEN","LAATSTEDAG4WEKEN","JAAR4WEKEN","VIERWEKENNUMMER","ISOWEEK","DAGOMS","DAGJAAR","DAGMAAND","DAGWEEK","EERSTEDAGWEEK","LAATSTEDAGWEEK"
14-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202307",19-06-23,16-07-23,"2023","7","28","vrijdag","195","14","5",10-07-23,16-07-23
15-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202307",19-06-23,16-07-23,"2023","7","28","zaterdag","196","15","6",10-07-23,16-07-23
16-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202307",19-06-23,16-07-23,"2023","7","28","zondag","197","16","7",10-07-23,16-07-23
17-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202308",17-07-23,13-08-23,"2023","8","29","maandag","198","17","1",17-07-23,23-07-23
18-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202308",17-07-23,13-08-23,"2023","8","29","dinsdag","199","18","2",17-07-23,23-07-23
19-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202308",17-07-23,13-08-23,"2023","8","29","woensdag","200","19","3",17-07-23,23-07-23
20-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202308",17-07-23,13-08-23,"2023","8","29","donderdag","201","20","4",17-07-23,23-07-23
21-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202308",17-07-23,13-08-23,"2023","8","29","vrijdag","202","21","5",17-07-23,23-07-23
22-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202308",17-07-23,13-08-23,"2023","8","29","zaterdag","203","22","6",17-07-23,23-07-23
23-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202308",17-07-23,13-08-23,"2023","8","29","zondag","204","23","7",17-07-23,23-07-23
24-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202308",17-07-23,13-08-23,"2023","8","30","maandag","205","24","1",24-07-23,30-07-23
25-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202308",17-07-23,13-08-23,"2023","8","30","dinsdag","206","25","2",24-07-23,30-07-23
26-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202308",17-07-23,13-08-23,"2023","8","30","woensdag","207","26","3",24-07-23,30-07-23
27-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202308",17-07-23,13-08-23,"2023","8","30","donderdag","208","27","4",24-07-23,30-07-23
28-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202308",17-07-23,13-08-23,"2023","8","30","vrijdag","209","28","5",24-07-23,30-07-23
29-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202308",17-07-23,13-08-23,"2023","8","30","zaterdag","210","29","6",24-07-23,30-07-23
30-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202308",17-07-23,13-08-23,"2023","8","30","zondag","211","30","7",24-07-23,30-07-23
31-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202308",17-07-23,13-08-23,"2023","8","31","maandag","212","31","1",31-07-23,06-08-23
01-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202308",17-07-23,13-08-23,"2023","8","31","dinsdag","213","1","2",31-07-23,06-08-23
02-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202308",17-07-23,13-08-23,"2023","8","31","woensdag","214","2","3",31-07-23,06-08-23
03-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202308",17-07-23,13-08-23,"2023","8","31","donderdag","215","3","4",31-07-23,06-08-23
04-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202308",17-07-23,13-08-23,"2023","8","31","vrijdag","216","4","5",31-07-23,06-08-23
05-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202308",17-07-23,13-08-23,"2023","8","31","zaterdag","217","5","6",31-07-23,06-08-23
06-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202308",17-07-23,13-08-23,"2023","8","31","zondag","218","6","7",31-07-23,06-08-23
07-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202308",17-07-23,13-08-23,"2023","8","32","maandag","219","7","1",07-08-23,13-08-23
08-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202308",17-07-23,13-08-23,"2023","8","32","dinsdag","220","8","2",07-08-23,13-08-23
09-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202308",17-07-23,13-08-23,"2023","8","32","woensdag","221","9","3",07-08-23,13-08-23
10-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202308",17-07-23,13-08-23,"2023","8","32","donderdag","222","10","4",07-08-23,13-08-23
11-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202308",17-07-23,13-08-23,"2023","8","32","vrijdag","223","11","5",07-08-23,13-08-23
12-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202308",17-07-23,13-08-23,"2023","8","32","zaterdag","224","12","6",07-08-23,13-08-23
13-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202308",17-07-23,13-08-23,"2023","8","32","zondag","225","13","7",07-08-23,13-08-23
14-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202309",14-08-23,10-09-23,"2023","9","33","maandag","226","14","1",14-08-23,20-08-23
15-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202309",14-08-23,10-09-23,"2023","9","33","dinsdag","227","15","2",14-08-23,20-08-23
16-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202309",14-08-23,10-09-23,"2023","9","33","woensdag","228","16","3",14-08-23,20-08-23
17-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202309",14-08-23,10-09-23,"2023","9","33","donderdag","229","17","4",14-08-23,20-08-23
18-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202309",14-08-23,10-09-23,"2023","9","33","vrijdag","230","18","5",14-08-23,20-08-23
19-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202309",14-08-23,10-09-23,"2023","9","33","zaterdag","231","19","6",14-08-23,20-08-23
20-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202309",14-08-23,10-09-23,"2023","9","33","zondag","232","20","7",14-08-23,20-08-23
21-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202309",14-08-23,10-09-23,"2023","9","34","maandag","233","21","1",21-08-23,27-08-23
22-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202309",14-08-23,10-09-23,"2023","9","34","dinsdag","234","22","2",21-08-23,27-08-23
23-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202309",14-08-23,10-09-23,"2023","9","34","woensdag","235","23","3",21-08-23,27-08-23
24-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202309",14-08-23,10-09-23,"2023","9","34","donderdag","236","24","4",21-08-23,27-08-23
25-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202309",14-08-23,10-09-23,"2023","9","34","vrijdag","237","25","5",21-08-23,27-08-23
26-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202309",14-08-23,10-09-23,"2023","9","34","zaterdag","238","26","6",21-08-23,27-08-23
27-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202309",14-08-23,10-09-23,"2023","9","34","zondag","239","27","7",21-08-23,27-08-23
28-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202309",14-08-23,10-09-23,"2023","9","35","maandag","240","28","1",28-08-23,03-09-23
29-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202309",14-08-23,10-09-23,"2023","9","35","dinsdag","241","29","2",28-08-23,03-09-23
30-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202309",14-08-23,10-09-23,"2023","9","35","woensdag","242","30","3",28-08-23,03-09-23
31-08-23,"2023","3","8",01-08-23,31-08-23,"202308","202309",14-08-23,10-09-23,"2023","9","35","donderdag","243","31","4",28-08-23,03-09-23
01-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202309",14-08-23,10-09-23,"2023","9","35","vrijdag","244","1","5",28-08-23,03-09-23
02-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202309",14-08-23,10-09-23,"2023","9","35","zaterdag","245","2","6",28-08-23,03-09-23
03-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202309",14-08-23,10-09-23,"2023","9","35","zondag","246","3","7",28-08-23,03-09-23
04-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202309",14-08-23,10-09-23,"2023","9","36","maandag","247","4","1",04-09-23,10-09-23
05-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202309",14-08-23,10-09-23,"2023","9","36","dinsdag","248","5","2",04-09-23,10-09-23
06-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202309",14-08-23,10-09-23,"2023","9","36","woensdag","249","6","3",04-09-23,10-09-23
07-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202309",14-08-23,10-09-23,"2023","9","36","donderdag","250","7","4",04-09-23,10-09-23
08-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202309",14-08-23,10-09-23,"2023","9","36","vrijdag","251","8","5",04-09-23,10-09-23
09-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202309",14-08-23,10-09-23,"2023","9","36","zaterdag","252","9","6",04-09-23,10-09-23
10-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202309",14-08-23,10-09-23,"2023","9","36","zondag","253","10","7",04-09-23,10-09-23
11-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","37","maandag","254","11","1",11-09-23,17-09-23
12-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","37","dinsdag","255","12","2",11-09-23,17-09-23
13-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","37","woensdag","256","13","3",11-09-23,17-09-23
14-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","37","donderdag","257","14","4",11-09-23,17-09-23
15-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","37","vrijdag","258","15","5",11-09-23,17-09-23
16-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","37","zaterdag","259","16","6",11-09-23,17-09-23
27-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","43","donderdag","300","27","4",24-10-22,30-10-22
28-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","43","vrijdag","301","28","5",24-10-22,30-10-22
29-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","43","zaterdag","302","29","6",24-10-22,30-10-22
30-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","43","zondag","303","30","7",24-10-22,30-10-22
31-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","44","maandag","304","31","1",31-10-22,06-11-22
01-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202211",10-10-22,06-11-22,"2022","11","44","dinsdag","305","1","2",31-10-22,06-11-22
02-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202211",10-10-22,06-11-22,"2022","11","44","woensdag","306","2","3",31-10-22,06-11-22
03-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202211",10-10-22,06-11-22,"2022","11","44","donderdag","307","3","4",31-10-22,06-11-22
04-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202211",10-10-22,06-11-22,"2022","11","44","vrijdag","308","4","5",31-10-22,06-11-22
05-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202211",10-10-22,06-11-22,"2022","11","44","zaterdag","309","5","6",31-10-22,06-11-22
06-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202211",10-10-22,06-11-22,"2022","11","44","zondag","310","6","7",31-10-22,06-11-22
07-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","45","maandag","311","7","1",07-11-22,13-11-22
08-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","45","dinsdag","312","8","2",07-11-22,13-11-22
09-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","45","woensdag","313","9","3",07-11-22,13-11-22
10-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","45","donderdag","314","10","4",07-11-22,13-11-22
11-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","45","vrijdag","315","11","5",07-11-22,13-11-22
12-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","45","zaterdag","316","12","6",07-11-22,13-11-22
13-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","45","zondag","317","13","7",07-11-22,13-11-22
14-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","46","maandag","318","14","1",14-11-22,20-11-22
15-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","46","dinsdag","319","15","2",14-11-22,20-11-22
16-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","46","woensdag","320","16","3",14-11-22,20-11-22
17-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","46","donderdag","321","17","4",14-11-22,20-11-22
18-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","46","vrijdag","322","18","5",14-11-22,20-11-22
19-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","46","zaterdag","323","19","6",14-11-22,20-11-22
20-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","46","zondag","324","20","7",14-11-22,20-11-22
21-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","47","maandag","325","21","1",21-11-22,27-11-22
22-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","47","dinsdag","326","22","2",21-11-22,27-11-22
23-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","47","woensdag","327","23","3",21-11-22,27-11-22
24-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","47","donderdag","328","24","4",21-11-22,27-11-22
25-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","47","vrijdag","329","25","5",21-11-22,27-11-22
26-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","47","zaterdag","330","26","6",21-11-22,27-11-22
27-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","47","zondag","331","27","7",21-11-22,27-11-22
28-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","48","maandag","332","28","1",28-11-22,04-12-22
29-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","48","dinsdag","333","29","2",28-11-22,04-12-22
30-11-22,"2022","4","11",01-11-22,30-11-22,"202211","202212",07-11-22,04-12-22,"2022","12","48","woensdag","334","30","3",28-11-22,04-12-22
01-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202212",07-11-22,04-12-22,"2022","12","48","donderdag","335","1","4",28-11-22,04-12-22
02-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202212",07-11-22,04-12-22,"2022","12","48","vrijdag","336","2","5",28-11-22,04-12-22
03-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202212",07-11-22,04-12-22,"2022","12","48","zaterdag","337","3","6",28-11-22,04-12-22
04-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202212",07-11-22,04-12-22,"2022","12","48","zondag","338","4","7",28-11-22,04-12-22
05-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","49","maandag","339","5","1",05-12-22,11-12-22
06-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","49","dinsdag","340","6","2",05-12-22,11-12-22
07-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","49","woensdag","341","7","3",05-12-22,11-12-22
08-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","49","donderdag","342","8","4",05-12-22,11-12-22
09-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","49","vrijdag","343","9","5",05-12-22,11-12-22
10-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","49","zaterdag","344","10","6",05-12-22,11-12-22
11-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","49","zondag","345","11","7",05-12-22,11-12-22
12-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","50","maandag","346","12","1",12-12-22,18-12-22
13-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","50","dinsdag","347","13","2",12-12-22,18-12-22
14-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","50","woensdag","348","14","3",12-12-22,18-12-22
15-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","50","donderdag","349","15","4",12-12-22,18-12-22
16-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","50","vrijdag","350","16","5",12-12-22,18-12-22
17-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","50","zaterdag","351","17","6",12-12-22,18-12-22
18-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","50","zondag","352","18","7",12-12-22,18-12-22
19-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","51","maandag","353","19","1",19-12-22,25-12-22
20-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","51","dinsdag","354","20","2",19-12-22,25-12-22
21-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","51","woensdag","355","21","3",19-12-22,25-12-22
22-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","51","donderdag","356","22","4",19-12-22,25-12-22
23-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","51","vrijdag","357","23","5",19-12-22,25-12-22
24-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","51","zaterdag","358","24","6",19-12-22,25-12-22
25-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","51","zondag","359","25","7",19-12-22,25-12-22
26-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","52","maandag","360","26","1",26-12-22,01-01-23
27-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","52","dinsdag","361","27","2",26-12-22,01-01-23
28-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","52","woensdag","362","28","3",26-12-22,01-01-23
29-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","52","donderdag","363","29","4",26-12-22,01-01-23
19-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","46","zondag","323","19","7",13-11-23,19-11-23
20-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","47","maandag","324","20","1",20-11-23,26-11-23
21-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","47","dinsdag","325","21","2",20-11-23,26-11-23
22-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","47","woensdag","326","22","3",20-11-23,26-11-23
23-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","47","donderdag","327","23","4",20-11-23,26-11-23
24-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","47","vrijdag","328","24","5",20-11-23,26-11-23
25-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","47","zaterdag","329","25","6",20-11-23,26-11-23
26-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","47","zondag","330","26","7",20-11-23,26-11-23
27-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","48","maandag","331","27","1",27-11-23,03-12-23
28-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","48","dinsdag","332","28","2",27-11-23,03-12-23
29-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","48","woensdag","333","29","3",27-11-23,03-12-23
30-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","48","donderdag","334","30","4",27-11-23,03-12-23
01-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202312",06-11-23,03-12-23,"2023","12","48","vrijdag","335","1","5",27-11-23,03-12-23
02-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202312",06-11-23,03-12-23,"2023","12","48","zaterdag","336","2","6",27-11-23,03-12-23
03-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202312",06-11-23,03-12-23,"2023","12","48","zondag","337","3","7",27-11-23,03-12-23
04-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","49","maandag","338","4","1",04-12-23,10-12-23
05-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","49","dinsdag","339","5","2",04-12-23,10-12-23
06-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","49","woensdag","340","6","3",04-12-23,10-12-23
07-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","49","donderdag","341","7","4",04-12-23,10-12-23
08-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","49","vrijdag","342","8","5",04-12-23,10-12-23
09-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","49","zaterdag","343","9","6",04-12-23,10-12-23
10-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","49","zondag","344","10","7",04-12-23,10-12-23
11-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","50","maandag","345","11","1",11-12-23,17-12-23
12-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","50","dinsdag","346","12","2",11-12-23,17-12-23
13-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","50","woensdag","347","13","3",11-12-23,17-12-23
14-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","50","donderdag","348","14","4",11-12-23,17-12-23
15-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","50","vrijdag","349","15","5",11-12-23,17-12-23
16-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","50","zaterdag","350","16","6",11-12-23,17-12-23
17-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","50","zondag","351","17","7",11-12-23,17-12-23
18-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","51","maandag","352","18","1",18-12-23,24-12-23
19-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","51","dinsdag","353","19","2",18-12-23,24-12-23
20-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","51","woensdag","354","20","3",18-12-23,24-12-23
21-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","51","donderdag","355","21","4",18-12-23,24-12-23
22-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","51","vrijdag","356","22","5",18-12-23,24-12-23
23-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","51","zaterdag","357","23","6",18-12-23,24-12-23
24-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","51","zondag","358","24","7",18-12-23,24-12-23
25-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","52","maandag","359","25","1",25-12-23,31-12-23
26-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","52","dinsdag","360","26","2",25-12-23,31-12-23
27-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","52","woensdag","361","27","3",25-12-23,31-12-23
28-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","52","donderdag","362","28","4",25-12-23,31-12-23
29-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","52","vrijdag","363","29","5",25-12-23,31-12-23
30-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","52","zaterdag","364","30","6",25-12-23,31-12-23
31-12-23,"2023","4","12",01-12-23,31-12-23,"202312","202313",04-12-23,31-12-23,"2023","13","52","zondag","365","31","7",25-12-23,31-12-23
