"DATUM","JAARTAL","KWARTAAL","MAAND","EERSTEDAGMAAND","LAATSTEDAGMAAND","PERIODEMAAND","PERIODE4WEKEN","EERSTEDAG4WEKEN","LAATSTEDAG4WEKEN","JAAR4WEKEN","VIERWEKENNUMMER","ISOWEEK","DAGOMS","DAGJAAR","DAGMAAND","DAGWEEK","EERSTEDAGWEEK","LAATSTEDAGWEEK"
12-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202205",25-04-22,22-05-22,"2022","5","19","donderdag","132","12","4",09-05-22,15-05-22
13-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202205",25-04-22,22-05-22,"2022","5","19","vrijdag","133","13","5",09-05-22,15-05-22
14-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202205",25-04-22,22-05-22,"2022","5","19","zaterdag","134","14","6",09-05-22,15-05-22
15-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202205",25-04-22,22-05-22,"2022","5","19","zondag","135","15","7",09-05-22,15-05-22
16-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202205",25-04-22,22-05-22,"2022","5","20","maandag","136","16","1",16-05-22,22-05-22
17-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202205",25-04-22,22-05-22,"2022","5","20","dinsdag","137","17","2",16-05-22,22-05-22
18-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202205",25-04-22,22-05-22,"2022","5","20","woensdag","138","18","3",16-05-22,22-05-22
19-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202205",25-04-22,22-05-22,"2022","5","20","donderdag","139","19","4",16-05-22,22-05-22
20-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202205",25-04-22,22-05-22,"2022","5","20","vrijdag","140","20","5",16-05-22,22-05-22
21-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202205",25-04-22,22-05-22,"2022","5","20","zaterdag","141","21","6",16-05-22,22-05-22
22-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202205",25-04-22,22-05-22,"2022","5","20","zondag","142","22","7",16-05-22,22-05-22
23-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202206",23-05-22,19-06-22,"2022","6","21","maandag","143","23","1",23-05-22,29-05-22
24-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202206",23-05-22,19-06-22,"2022","6","21","dinsdag","144","24","2",23-05-22,29-05-22
25-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202206",23-05-22,19-06-22,"2022","6","21","woensdag","145","25","3",23-05-22,29-05-22
26-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202206",23-05-22,19-06-22,"2022","6","21","donderdag","146","26","4",23-05-22,29-05-22
27-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202206",23-05-22,19-06-22,"2022","6","21","vrijdag","147","27","5",23-05-22,29-05-22
28-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202206",23-05-22,19-06-22,"2022","6","21","zaterdag","148","28","6",23-05-22,29-05-22
29-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202206",23-05-22,19-06-22,"2022","6","21","zondag","149","29","7",23-05-22,29-05-22
30-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202206",23-05-22,19-06-22,"2022","6","22","maandag","150","30","1",30-05-22,05-06-22
31-05-22,"2022","2","5",01-05-22,31-05-22,"202205","202206",23-05-22,19-06-22,"2022","6","22","dinsdag","151","31","2",30-05-22,05-06-22
01-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202206",23-05-22,19-06-22,"2022","6","22","woensdag","152","1","3",30-05-22,05-06-22
02-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202206",23-05-22,19-06-22,"2022","6","22","donderdag","153","2","4",30-05-22,05-06-22
03-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202206",23-05-22,19-06-22,"2022","6","22","vrijdag","154","3","5",30-05-22,05-06-22
04-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202206",23-05-22,19-06-22,"2022","6","22","zaterdag","155","4","6",30-05-22,05-06-22
05-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202206",23-05-22,19-06-22,"2022","6","22","zondag","156","5","7",30-05-22,05-06-22
06-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202206",23-05-22,19-06-22,"2022","6","23","maandag","157","6","1",06-06-22,12-06-22
07-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202206",23-05-22,19-06-22,"2022","6","23","dinsdag","158","7","2",06-06-22,12-06-22
08-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202206",23-05-22,19-06-22,"2022","6","23","woensdag","159","8","3",06-06-22,12-06-22
09-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202206",23-05-22,19-06-22,"2022","6","23","donderdag","160","9","4",06-06-22,12-06-22
10-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202206",23-05-22,19-06-22,"2022","6","23","vrijdag","161","10","5",06-06-22,12-06-22
11-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202206",23-05-22,19-06-22,"2022","6","23","zaterdag","162","11","6",06-06-22,12-06-22
12-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202206",23-05-22,19-06-22,"2022","6","23","zondag","163","12","7",06-06-22,12-06-22
13-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202206",23-05-22,19-06-22,"2022","6","24","maandag","164","13","1",13-06-22,19-06-22
14-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202206",23-05-22,19-06-22,"2022","6","24","dinsdag","165","14","2",13-06-22,19-06-22
15-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202206",23-05-22,19-06-22,"2022","6","24","woensdag","166","15","3",13-06-22,19-06-22
16-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202206",23-05-22,19-06-22,"2022","6","24","donderdag","167","16","4",13-06-22,19-06-22
17-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202206",23-05-22,19-06-22,"2022","6","24","vrijdag","168","17","5",13-06-22,19-06-22
18-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202206",23-05-22,19-06-22,"2022","6","24","zaterdag","169","18","6",13-06-22,19-06-22
23-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202209",15-08-22,11-09-22,"2022","9","34","dinsdag","235","23","2",22-08-22,28-08-22
24-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202209",15-08-22,11-09-22,"2022","9","34","woensdag","236","24","3",22-08-22,28-08-22
25-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202209",15-08-22,11-09-22,"2022","9","34","donderdag","237","25","4",22-08-22,28-08-22
26-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202209",15-08-22,11-09-22,"2022","9","34","vrijdag","238","26","5",22-08-22,28-08-22
27-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202209",15-08-22,11-09-22,"2022","9","34","zaterdag","239","27","6",22-08-22,28-08-22
28-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202209",15-08-22,11-09-22,"2022","9","34","zondag","240","28","7",22-08-22,28-08-22
29-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202209",15-08-22,11-09-22,"2022","9","35","maandag","241","29","1",29-08-22,04-09-22
30-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202209",15-08-22,11-09-22,"2022","9","35","dinsdag","242","30","2",29-08-22,04-09-22
31-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202209",15-08-22,11-09-22,"2022","9","35","woensdag","243","31","3",29-08-22,04-09-22
01-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202209",15-08-22,11-09-22,"2022","9","35","donderdag","244","1","4",29-08-22,04-09-22
02-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202209",15-08-22,11-09-22,"2022","9","35","vrijdag","245","2","5",29-08-22,04-09-22
03-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202209",15-08-22,11-09-22,"2022","9","35","zaterdag","246","3","6",29-08-22,04-09-22
04-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202209",15-08-22,11-09-22,"2022","9","35","zondag","247","4","7",29-08-22,04-09-22
05-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202209",15-08-22,11-09-22,"2022","9","36","maandag","248","5","1",05-09-22,11-09-22
06-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202209",15-08-22,11-09-22,"2022","9","36","dinsdag","249","6","2",05-09-22,11-09-22
07-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202209",15-08-22,11-09-22,"2022","9","36","woensdag","250","7","3",05-09-22,11-09-22
08-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202209",15-08-22,11-09-22,"2022","9","36","donderdag","251","8","4",05-09-22,11-09-22
09-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202209",15-08-22,11-09-22,"2022","9","36","vrijdag","252","9","5",05-09-22,11-09-22
10-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202209",15-08-22,11-09-22,"2022","9","36","zaterdag","253","10","6",05-09-22,11-09-22
11-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202209",15-08-22,11-09-22,"2022","9","36","zondag","254","11","7",05-09-22,11-09-22
12-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202210",12-09-22,09-10-22,"2022","10","37","maandag","255","12","1",12-09-22,18-09-22
13-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202210",12-09-22,09-10-22,"2022","10","37","dinsdag","256","13","2",12-09-22,18-09-22
14-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202210",12-09-22,09-10-22,"2022","10","37","woensdag","257","14","3",12-09-22,18-09-22
15-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202210",12-09-22,09-10-22,"2022","10","37","donderdag","258","15","4",12-09-22,18-09-22
16-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202210",12-09-22,09-10-22,"2022","10","37","vrijdag","259","16","5",12-09-22,18-09-22
17-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202210",12-09-22,09-10-22,"2022","10","37","zaterdag","260","17","6",12-09-22,18-09-22
18-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202210",12-09-22,09-10-22,"2022","10","37","zondag","261","18","7",12-09-22,18-09-22
19-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202210",12-09-22,09-10-22,"2022","10","38","maandag","262","19","1",19-09-22,25-09-22
20-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202210",12-09-22,09-10-22,"2022","10","38","dinsdag","263","20","2",19-09-22,25-09-22
21-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202210",12-09-22,09-10-22,"2022","10","38","woensdag","264","21","3",19-09-22,25-09-22
22-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202210",12-09-22,09-10-22,"2022","10","38","donderdag","265","22","4",19-09-22,25-09-22
23-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202210",12-09-22,09-10-22,"2022","10","38","vrijdag","266","23","5",19-09-22,25-09-22
24-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202210",12-09-22,09-10-22,"2022","10","38","zaterdag","267","24","6",19-09-22,25-09-22
25-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202210",12-09-22,09-10-22,"2022","10","38","zondag","268","25","7",19-09-22,25-09-22
26-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202210",12-09-22,09-10-22,"2022","10","39","maandag","269","26","1",26-09-22,02-10-22
27-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202210",12-09-22,09-10-22,"2022","10","39","dinsdag","270","27","2",26-09-22,02-10-22
28-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202210",12-09-22,09-10-22,"2022","10","39","woensdag","271","28","3",26-09-22,02-10-22
29-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202210",12-09-22,09-10-22,"2022","10","39","donderdag","272","29","4",26-09-22,02-10-22
30-09-22,"2022","3","9",01-09-22,30-09-22,"202209","202210",12-09-22,09-10-22,"2022","10","39","vrijdag","273","30","5",26-09-22,02-10-22
01-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202210",12-09-22,09-10-22,"2022","10","39","zaterdag","274","1","6",26-09-22,02-10-22
02-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202210",12-09-22,09-10-22,"2022","10","39","zondag","275","2","7",26-09-22,02-10-22
03-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202210",12-09-22,09-10-22,"2022","10","40","maandag","276","3","1",03-10-22,09-10-22
04-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202210",12-09-22,09-10-22,"2022","10","40","dinsdag","277","4","2",03-10-22,09-10-22
05-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202210",12-09-22,09-10-22,"2022","10","40","woensdag","278","5","3",03-10-22,09-10-22
06-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202210",12-09-22,09-10-22,"2022","10","40","donderdag","279","6","4",03-10-22,09-10-22
07-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202210",12-09-22,09-10-22,"2022","10","40","vrijdag","280","7","5",03-10-22,09-10-22
08-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202210",12-09-22,09-10-22,"2022","10","40","zaterdag","281","8","6",03-10-22,09-10-22
09-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202210",12-09-22,09-10-22,"2022","10","40","zondag","282","9","7",03-10-22,09-10-22
10-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","41","maandag","283","10","1",10-10-22,16-10-22
11-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","41","dinsdag","284","11","2",10-10-22,16-10-22
12-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","41","woensdag","285","12","3",10-10-22,16-10-22
13-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","41","donderdag","286","13","4",10-10-22,16-10-22
14-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","41","vrijdag","287","14","5",10-10-22,16-10-22
15-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","41","zaterdag","288","15","6",10-10-22,16-10-22
16-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","41","zondag","289","16","7",10-10-22,16-10-22
17-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","42","maandag","290","17","1",17-10-22,23-10-22
18-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","42","dinsdag","291","18","2",17-10-22,23-10-22
19-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","42","woensdag","292","19","3",17-10-22,23-10-22
20-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","42","donderdag","293","20","4",17-10-22,23-10-22
21-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","42","vrijdag","294","21","5",17-10-22,23-10-22
22-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","42","zaterdag","295","22","6",17-10-22,23-10-22
23-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","42","zondag","296","23","7",17-10-22,23-10-22
24-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","43","maandag","297","24","1",24-10-22,30-10-22
25-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","43","dinsdag","298","25","2",24-10-22,30-10-22
26-10-22,"2022","4","10",01-10-22,31-10-22,"202210","202211",10-10-22,06-11-22,"2022","11","43","woensdag","299","26","3",24-10-22,30-10-22
30-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","52","vrijdag","364","30","5",26-12-22,01-01-23
31-12-22,"2022","4","12",01-12-22,31-12-22,"202212","202213",05-12-22,01-01-23,"2022","13","52","zaterdag","365","31","6",26-12-22,01-01-23
01-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202213",05-12-22,01-01-23,"2022","13","52","zondag","1","1","7",26-12-22,01-01-23
02-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","1","maandag","2","2","1",02-01-23,08-01-23
03-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","1","dinsdag","3","3","2",02-01-23,08-01-23
04-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","1","woensdag","4","4","3",02-01-23,08-01-23
05-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","1","donderdag","5","5","4",02-01-23,08-01-23
06-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","1","vrijdag","6","6","5",02-01-23,08-01-23
07-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","1","zaterdag","7","7","6",02-01-23,08-01-23
08-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","1","zondag","8","8","7",02-01-23,08-01-23
09-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","2","maandag","9","9","1",09-01-23,15-01-23
10-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","2","dinsdag","10","10","2",09-01-23,15-01-23
11-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","2","woensdag","11","11","3",09-01-23,15-01-23
12-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","2","donderdag","12","12","4",09-01-23,15-01-23
13-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","2","vrijdag","13","13","5",09-01-23,15-01-23
14-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","2","zaterdag","14","14","6",09-01-23,15-01-23
15-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","2","zondag","15","15","7",09-01-23,15-01-23
16-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","3","maandag","16","16","1",16-01-23,22-01-23
17-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","3","dinsdag","17","17","2",16-01-23,22-01-23
18-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","3","woensdag","18","18","3",16-01-23,22-01-23
19-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","3","donderdag","19","19","4",16-01-23,22-01-23
20-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","3","vrijdag","20","20","5",16-01-23,22-01-23
21-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","3","zaterdag","21","21","6",16-01-23,22-01-23
22-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","3","zondag","22","22","7",16-01-23,22-01-23
23-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","4","maandag","23","23","1",23-01-23,29-01-23
24-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","4","dinsdag","24","24","2",23-01-23,29-01-23
25-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","4","woensdag","25","25","3",23-01-23,29-01-23
26-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","4","donderdag","26","26","4",23-01-23,29-01-23
27-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","4","vrijdag","27","27","5",23-01-23,29-01-23
28-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","4","zaterdag","28","28","6",23-01-23,29-01-23
29-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202301",02-01-23,29-01-23,"2023","1","4","zondag","29","29","7",23-01-23,29-01-23
30-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202302",30-01-23,26-02-23,"2023","2","5","maandag","30","30","1",30-01-23,05-02-23
31-01-23,"2023","1","1",01-01-23,31-01-23,"202301","202302",30-01-23,26-02-23,"2023","2","5","dinsdag","31","31","2",30-01-23,05-02-23
01-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","5","woensdag","32","1","3",30-01-23,05-02-23
02-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","5","donderdag","33","2","4",30-01-23,05-02-23
03-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","5","vrijdag","34","3","5",30-01-23,05-02-23
04-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","5","zaterdag","35","4","6",30-01-23,05-02-23
05-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","5","zondag","36","5","7",30-01-23,05-02-23
06-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","6","maandag","37","6","1",06-02-23,12-02-23
07-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","6","dinsdag","38","7","2",06-02-23,12-02-23
08-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","6","woensdag","39","8","3",06-02-23,12-02-23
09-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","6","donderdag","40","9","4",06-02-23,12-02-23
10-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","6","vrijdag","41","10","5",06-02-23,12-02-23
11-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","6","zaterdag","42","11","6",06-02-23,12-02-23
12-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","6","zondag","43","12","7",06-02-23,12-02-23
13-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","7","maandag","44","13","1",13-02-23,19-02-23
14-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","7","dinsdag","45","14","2",13-02-23,19-02-23
15-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","7","woensdag","46","15","3",13-02-23,19-02-23
16-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","7","donderdag","47","16","4",13-02-23,19-02-23
17-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","7","vrijdag","48","17","5",13-02-23,19-02-23
18-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","7","zaterdag","49","18","6",13-02-23,19-02-23
19-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","7","zondag","50","19","7",13-02-23,19-02-23
20-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","8","maandag","51","20","1",20-02-23,26-02-23
21-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","8","dinsdag","52","21","2",20-02-23,26-02-23
22-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","8","woensdag","53","22","3",20-02-23,26-02-23
23-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","8","donderdag","54","23","4",20-02-23,26-02-23
24-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","8","vrijdag","55","24","5",20-02-23,26-02-23
25-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","8","zaterdag","56","25","6",20-02-23,26-02-23
26-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202302",30-01-23,26-02-23,"2023","2","8","zondag","57","26","7",20-02-23,26-02-23
27-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202303",27-02-23,26-03-23,"2023","3","9","maandag","58","27","1",27-02-23,05-03-23
28-02-23,"2023","1","2",01-02-23,28-02-23,"202302","202303",27-02-23,26-03-23,"2023","3","9","dinsdag","59","28","2",27-02-23,05-03-23
01-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","9","woensdag","60","1","3",27-02-23,05-03-23
02-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","9","donderdag","61","2","4",27-02-23,05-03-23
03-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","9","vrijdag","62","3","5",27-02-23,05-03-23
04-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","9","zaterdag","63","4","6",27-02-23,05-03-23
05-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","9","zondag","64","5","7",27-02-23,05-03-23
17-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","37","zondag","260","17","7",11-09-23,17-09-23
18-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","38","maandag","261","18","1",18-09-23,24-09-23
19-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","38","dinsdag","262","19","2",18-09-23,24-09-23
20-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","38","woensdag","263","20","3",18-09-23,24-09-23
21-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","38","donderdag","264","21","4",18-09-23,24-09-23
22-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","38","vrijdag","265","22","5",18-09-23,24-09-23
23-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","38","zaterdag","266","23","6",18-09-23,24-09-23
24-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","38","zondag","267","24","7",18-09-23,24-09-23
25-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","39","maandag","268","25","1",25-09-23,01-10-23
26-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","39","dinsdag","269","26","2",25-09-23,01-10-23
27-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","39","woensdag","270","27","3",25-09-23,01-10-23
28-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","39","donderdag","271","28","4",25-09-23,01-10-23
